Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:21:832,38.903461,-77.007583,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:37:640,38.903503,-77.007526,3,4,647328,1,0,0,0,0,0,-97.9,-97.9,,,397,3709.920000,20,30,C,1,1,1,2,0,2386136,19.4,-121.69,-121.69,-12.81,2.97,-124.51,-124.51,-13.93,0.84,0,2.67,-126.19,-126.19,-15.23,-1.41,-123.69,-123.69,-13.23,1.59,1365B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:00:308,38.903545,-77.007469,4,5,647328,1,0,0,0,0,0,-97.2,-97.2,,,397,3709.920000,20,30,C,1,1,1,2,0,2386060,19.4,-120.43,-120.43,-12.2,5.2,-123.17,-123.17,-13.06,3.13,0,5.22,-123.92,-123.92,-13.49,0.77,-122.21,-122.21,-12.29,3.8,1D65B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:00:309,38.903588,-77.007412,5,6,647328,1,0,0,0,0,0,-97.1,-97.1,,,397,3709.920000,20,30,C,1,1,1,2,0,2386060,19.4,-120.04,-120.04,-12.33,4.41,-122.54,-122.54,-13.08,2.67,0,4.55,-124.74,-124.74,-14.09,-0.24,-121.98,-121.98,-12.2,3.27,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:00:309,38.903630,-77.007355,6,7,647328,1,0,0,0,0,0,-97.5,-97.5,,,397,3709.920000,20,30,C,1,1,1,2,0,2386060,19.4,-120.73,-120.73,-12.49,3.95,-123.1,-123.1,-13.51,1.68,0,3.82,-125.88,-125.88,-14.93,-1,-122.71,-122.71,-12.6,2.62,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:00:309,38.903672,-77.007298,7,8,647328,1,0,0,0,0,0,-97.6,-97.6,,,397,3709.920000,20,30,C,1,1,1,2,0,2386060,19.4,-121.05,-121.05,-12.51,4.3,-124.27,-124.27,-14.11,-0.04,0,2.82,-124.44,-124.44,-13.68,0.82,-122.93,-122.93,-12.74,2.28,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:16:613,38.903714,-77.007240,8,9,647328,1,0,0,0,0,0,-100.9,-100.9,,,397,3709.920000,20,30,C,1,1,1,2,0,2386008,19.4,-130.34,-130.34,-17.4,-4.03,-134.74,-134.74,-21.16,-10.07,208,-6.15,-129.94,-129.94,-17.2,-4.83,-131.99,-131.99,-19.06,-4.93,5565B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:16:614,38.903757,-77.007183,9,10,647328,1,0,0,0,0,0,-100.9,-100.9,,,397,3709.920000,20,30,C,1,1,1,2,0,2386008,19.4,-130.55,-130.55,-17.91,-4.57,-135.16,-135.16,-21.06,-8.81,64,-6.34,-128.62,-128.62,-15.96,-7.83,-130.71,-130.71,-17.83,-6.69,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:16:614,38.903799,-77.007126,10,11,647328,1,0,0,0,0,0,-100.5,-100.5,,,397,3709.920000,20,30,C,1,1,1,2,0,2386008,19.4,-130.9,-130.9,-17.98,-4.57,-134.05,-134.05,-20.62,-7.82,336,-6.3,-128.33,-128.33,-16.08,-7.4,-130.5,-130.5,-17.94,-6.48,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:16:614,38.903841,-77.007069,11,12,647328,1,0,0,0,0,0,-100,-100,,,397,3709.920000,20,30,C,1,1,1,2,0,2386008,19.4,-130.5,-130.5,-18.73,-5.9,-132.17,-132.17,-19.59,-6.85,112,-6.67,-128.87,-128.87,-16.67,-3.18,-129.21,-129.21,-17.03,-5.17,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:42:057,38.903883,-77.007012,12,13,647328,1,0,0,0,0,0,-81.6,-81.6,,,396,3709.920000,20,30,C,2,3,1,1,0,2350848,19.11,-103.95,-103.95,-10.83,19.46,-106.85,-106.85,-11.18,12.21,48,16.68,-106.73,-106.73,-11.3,12.2,-105.63,-105.63,-10.67,15.07,0365B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:42:057,38.903883,-77.007012,12,13,647328,1,0,0,0,0,0,-81.6,-81.6,,,397,3709.920000,20,30,C,2,3,1,2,0,2385984,19.4,-106.02,-106.02,-10.95,19.04,-109.1,-109.1,-11.48,9.3,0,14.21,-110.54,-110.54,-11.71,9.67,-108.1,-108.1,-10.38,12.95,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:42:057,38.903883,-77.007012,12,13,647328,1,0,0,0,0,0,-81.6,-81.6,,,398,3709.920000,20,30,C,2,3,1,3,0,2412380,19.61,-109.87,-109.87,-11.02,16.47,-114.48,-114.48,-12.45,4.09,80,10.21,-114.92,-114.92,-12.39,4.33,-112.41,-112.41,-10.85,8.4,0365B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:42:057,38.903883,-77.007012,12,13,634752,1,0,0,0,0,0,-80.1,-80.1,,,293,3521.280000,20,30,C,2,2,1,0,0,2324564,18.9,-102.6,-102.6,-11.13,12.53,-106,-106,-12.71,3.33,80,8.27,-108.76,-108.76,-14.57,0.9,-105.02,-105.02,-11.59,6.22,032624,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:42:057,38.903883,-77.007012,12,13,634752,1,0,0,0,0,0,-80.1,-80.1,,,185,3521.280000,20,30,C,2,2,1,0,0,2324656,18.9,-102.61,-102.61,-11.14,12.61,-112.88,-112.88,-19.61,-8.1,0,13.61,-113.7,-113.7,-19.49,-11.7,-107.3,-107.3,-13.87,13.61,032624,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:13:623,38.903816,-77.007067,13,14,647328,1,0,0,0,0,0,-99.8,-99.8,,,396,3709.920000,20,30,C,1,1,1,1,0,2350848,19.11,-123.99,-123.99,-13.43,1.68,-129.01,-129.01,-16.99,-3.85,0,-0.48,-127.49,-127.49,-14.98,-5.25,-127.51,-127.51,-15.48,-0.48,7965B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:13:624,38.903833,-77.007053,14,15,647328,1,0,0,0,0,0,-99.2,-99.2,,,396,3709.920000,20,30,C,1,1,1,1,0,2350848,19.11,-123.37,-123.37,-13.46,1.64,-125.93,-125.93,-13.85,1.3,0,2.32,-127.49,-127.49,-15.58,-6.71,-126.16,-126.16,-14.64,2.32,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:13:624,38.903850,-77.007039,15,16,647328,1,0,0,0,0,0,-98.4,-98.4,,,396,3709.920000,20,30,C,1,1,1,1,0,2350848,19.11,-121.51,-121.51,-12.51,4.58,-125.21,-125.21,-14.35,-0.41,0,2.83,-126.58,-126.58,-15,-0.51,-123.84,-123.84,-12.97,2.04,,,,,,,,,,,,,,,,,,,,,,
