Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:03:975,38.903461,-77.007583,5,6,174770,1,0,0,0,0,0,-76.9,-76.9,,,936,873.850000,20,15,A,1,1,1,0,0,2324824,18.9,-103.79,-103.79,-12.54,3.87,-103.18,-103.18,-12.7,3.39,128,4.51,-103.66,-103.66,-13.21,2.81,-103.53,-103.53,-12.95,3.9,,,,,Stand Alone,10,874.000000,,,,,,,,,,,,,,,
07/07/2026,14:02:03:975,38.903487,-77.007548,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:02:03:975,38.903514,-77.007512,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:02:03:975,38.903540,-77.007476,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:20:104,38.903566,-77.007441,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:20:105,38.903593,-77.007405,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:20:105,38.903619,-77.007369,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:20:105,38.903646,-77.007333,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:04:42:123,38.903672,-77.007298,13,14,176910,1,0,0,0,0,0,-90.7,-90.7,,,396,884.550000,20,15,A,2,2,1,0,0,2324688,18.9,-117.07,-117.07,-13.73,0.74,-120.24,-120.24,-15.84,-1.85,160,-0.63,-121.81,-121.81,-17.26,-4.57,-119.21,-119.21,-14.93,-1.64,366D14,,,,,,,,,,,,0C06040010273BE000000000,12,06,04,00,10,39,3BE000000000,,
07/07/2026,14:04:42:123,38.903672,-77.007298,13,14,176910,1,0,0,0,0,0,-90.7,-90.7,,,397,884.550000,20,15,A,2,2,1,1,0,2377384,19.33,-115.31,-115.31,-12.67,4.17,-121.8,-121.8,-16.84,-4.56,0,5.07,-122.43,-122.43,-17.24,-4.18,-119.28,-119.28,-14.7,1.73,,,,,,,,,,,,,,,,,,,,,,
