Date,Time,Latitude,Longitude,Cell ID,Carrier RSSI Antenna Port 0,Carrier RSSI Antenna Port 1,Carrier RSSI Antenna Port 2,Carrier RSSI Antenna Port 3,DwPTS Symbol,UL/DL Config,Sync Signal - Timeoffset,Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,Ref Signal - Timeoffset,Ref Signal - Delay Spread,Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,PBCH-Received Power,PBCH-Received Quality,PBCH-CINR,PBCH-Block Error Rate,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,Loop Count,Absolute Time Stamp Date,Absolute Time Stamp Time,NID,Adjusted Ref Signal - Received Power,Antenna Gain,Cable Loss,MIB,SIB1,SI,Rank,Adjusted Ref Signal - Guard Period Power,Special Subframe Config,DwPTS,GP,UpPTS,Channel Style,Bandwidth,DSS,Frequency Offset
07/07/2026,14:03:07:686,38.903461,-77.007583,,-82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,0,0,,,,,,,,,,4
07/07/2026,14:04:12:557,38.903602,-77.007393,,-89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,0,,,,,,,,,,4
07/07/2026,14:05:47:124,38.903743,-77.007202,,-69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,0,0,,,,,,,,,,4
07/07/2026,14:06:52:562,38.903883,-77.007012,,-68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,0,0,,,,,,,,,,4
07/07/2026,14:08:37:178,38.904355,-77.006319,,-79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,0,0,,,,,,,,,,4
07/07/2026,14:09:49:478,38.903884,-77.007010,,-59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,0,0,,,,,,,,,,4
07/07/2026,14:11:32:253,38.904298,-77.006485,,-89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,0,0,,,,,,,,,,4
07/07/2026,14:12:53:993,38.904166,-77.006710,,-73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,0,0,,,,,,,,,,4
07/07/2026,14:14:39:660,38.904948,-77.005678,,-56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,0,0,,,,,,,,,,4
07/07/2026,14:16:07:241,38.904343,-77.006513,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,0,0,,,,,,,,,,4
07/07/2026,14:17:51:161,38.904483,-77.006363,,-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,0,0,,,,,,,,,,4
07/07/2026,14:19:24:972,38.905220,-77.005392,,-58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,0,0,,,,,,,,,,4
07/07/2026,14:21:10:919,38.904368,-77.006567,,-59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,0,0,,,,,,,,,,4
07/07/2026,14:22:49:420,38.904274,-77.006733,,-75.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,0,0,,,,,,,,,,4
07/07/2026,14:24:35:528,38.903554,-77.007686,,-53.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,0,0,,,,,,,,,,4
07/07/2026,14:26:07:927,38.904012,-77.007012,,-69.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,0,0,,,,,,,,,,4
07/07/2026,14:27:48:628,38.903734,-77.007307,,-73.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,0,0,,,,,,,,,,4
07/07/2026,14:29:22:811,38.903202,-77.008056,,-95.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,0,0,,,,,,,,,,4
07/07/2026,14:31:09:697,38.903202,-77.008003,,-91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,0,0,,,,,,,,,,4
07/07/2026,14:32:37:971,38.903406,-77.007770,,-86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,0,0,,,,,,,,,,4
