Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Block Status,Antenna Gain,Cable Loss,Antenna Gain RF2,Cable Loss RF2,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,Channels,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,Time Offset (msec),Primary Sync Signal - Received Power,Adjusted Primary Sync Signal - Received Power,Primary Sync Signal - Received Quality,Primary Sync Signal - CINR,Secondary Sync Signal - Received Power,Adjusted Secondary Sync Signal - Received Power,Secondary Sync Signal - Received Quality,Secondary Sync Signal - CINR,Secondary Sync Signal - Delay Spread,Sync Signal - CINR,DMRS-PBCH - Received Power,Adjusted DMRS-PBCH - Received Power,DMRS-PBCH - Received Quality,DMRS-PBCH - CINR,SSB - Received Power,Adjusted SSB - Received Power,SSB - Received Quality,SSB - CINR,BCCH-BCH-Master Information Block,BCCH-DL-SCH-System Information Block 1,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 Decode,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents,Reserved1a, Reserved1b,Reserved2a, Reserved2b,Reserved3a, Reserved3b,Reserved4a, Reserved4b,Reserved5a, Reserved5b,Reserved6a, Reserved6b,Reserved7a, Reserved7b,Reserved8a, Reserved8b
07/07/2026,14:02:20:068,38.903461,-77.007583,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:03:35:843,38.903566,-77.007441,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:04:58:424,38.903672,-77.007298,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:14:715,38.903778,-77.007155,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,647328,1,0,0,0,0,0,-80.9,-80.9,,,396,3709.920000,20,30,C,2,3,1,1,0,2350856,19.11,-102.84,-102.84,-10.82,21.3,-105.82,-105.82,-11.07,13.38,0,21.9,-106.14,-106.14,-11.24,12.2,-104.66,-104.66,-10.43,15.89,6B65B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,647328,1,0,0,0,0,0,-80.9,-80.9,,,397,3709.920000,20,30,C,2,3,1,2,0,2385988,19.4,-104.4,-104.4,-10.98,18.46,-108.07,-108.07,-11.33,10.42,0,15.2,-108.94,-108.94,-11.53,9.64,-106.63,-106.63,-10.33,13.47,6B65B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,647328,1,0,0,0,0,0,-80.9,-80.9,,,398,3709.920000,20,30,C,2,3,1,3,0,2412384,19.61,-110.63,-110.63,-11.1,14.11,-115.27,-115.27,-12.9,2.9,64,8.79,-116.91,-116.91,-13.81,0.94,-113.37,-113.37,-11.25,6.42,6B65B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,653952,1,0,0,0,0,0,-83.7,-83.7,,,396,3809.280000,20,30,C,2,4,1,1,0,2350856,19.11,-105.95,-105.95,-10.94,17.31,-110.81,-110.81,-12.01,6.59,64,12.65,-109.18,-109.18,-11.93,9.42,-108.15,-108.15,-11.17,11.58,6D05B4,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,653952,1,0,0,0,0,0,-83.7,-83.7,,,398,3809.280000,20,30,C,2,4,1,3,0,2412456,19.61,-110.28,-110.28,-11.21,13.39,-116.97,-116.97,-14.16,0,64,6.93,-118.93,-118.93,-16.09,-6.93,-114.13,-114.13,-12.23,6.93,6D05B4,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,653952,1,0,0,0,0,0,-83.7,-83.7,,,908,3809.280000,20,30,C,2,4,1,3,0,2412736,19.62,-110.8,-110.8,-11.57,9.3,-122.44,-122.44,-19.51,-6.87,64,10.3,-119.52,-119.52,-16.63,-3.76,-114.97,-114.97,-12.98,4.54,6D05B4,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
07/07/2026,14:07:40:229,38.903883,-77.007012,6,7,653952,1,0,0,0,0,0,-83.7,-83.7,,,397,3809.280000,20,30,C,2,4,1,2,0,2386008,19.4,-114.62,-114.62,-11.76,8.56,-118.37,-118.37,-13.39,1.39,288,5.54,-119.36,-119.36,-14.57,0.27,-116.9,-116.9,-12.49,3.98,6D05B4,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
07/07/2026,14:09:11:657,38.903816,-77.007067,7,8,653952,1,0,0,0,0,0,-99.8,-99.8,,,396,3809.280000,20,30,C,2,1,1,1,0,2350856,19.11,-125.51,-125.51,-14.84,-1.11,-131.99,-131.99,-19.44,-8.06,0,-1.51,-127,-127,-15.3,-7.04,-130.28,-130.28,-18.6,-1.51,6105B4,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
07/07/2026,14:09:11:657,38.903816,-77.007067,7,8,647328,1,0,0,0,0,0,-101.1,-101.1,,,396,3709.920000,20,30,C,2,1,1,1,0,2350848,19.11,-132.51,-132.51,-19.34,-6.76,-132.75,-132.75,-18.78,-7.64,0,-7.36,-126.64,-126.64,-13.91,-6.48,-129.64,-129.64,-16.64,-6.42,6165B4,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:09:11:658,38.903833,-77.007053,8,9,653952,1,0,0,0,0,0,-99.6,-99.6,,,396,3809.280000,20,30,C,2,1,1,1,0,2350856,19.11,-126.87,-126.87,-16.54,-4.5,-130.15,-130.15,-18.44,-7.05,0,-6.05,-127.71,-127.71,-15.83,-9.32,-128.04,-128.04,-16.5,-6.93,,,,,Stand Alone,60,3829.800000,,,,,,,,,,,,,,,
