ESN,Protocol,Band,System Date,System Time,GPS Status,UTC Date,UTC Time,Fix Time,Latitude,Longitude,Altitude,Number of Satellites,Velocity,Absolute Time Stamp Date,Absolute Time Stamp Time,Loop Count,Antenna Gain,Cable Loss,SSB RSSI,Adjusted SSB RSSI,SSB RSSI2,Adjusted SSB RSSI2,Cell ID,Channel Frequency,Repetition Period,Subcarrier Spacing,Repetition Pattern,PCIs,Beams,Beam Index,Half Frame Number,Time Offset,PSS_RP,Adjusted PSS_RP,PSS_RQ,PSS_CINR,SSS_RP,Adjusted SSS_RP,SSS_RQ,SSS_CINR,SSS_DELAY_SPREAD,SS_CINR,RSPBCH_RP,Adjusted RSPBCH_RP,RSPBCH_RQ,RSPBCH_CINR,SSB_RP,Adjusted SSB_RP,SSB_RQ,SSB_CINR,MIB Raw,SIB1 Raw,MCC,MNC,Operation Mode,Bandwidth,fCarrier,TAC,Cell Identity,RedCap,TD Pattern,TD Pattern(Full),SIB1 DECODE Raw,Block Length,k_SSB,AL,Candidate,DCI type,DCI length,DCI Contents
32409007,C00F,71,07/07/2026,14:02:14:173,2,00/00/0000,00:00:00:000,,38.903461,-77.007583,0.00,0,0.00,,,8,0,0,-88,-88,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:02:14:173,2,00/00/0000,00:00:00:000,,38.903487,-77.007548,0.00,0,0.00,,,9,0,0,-88.7,-88.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:02:14:173,2,00/00/0000,00:00:00:000,,38.903514,-77.007512,0.00,0,0.00,,,10,0,0,-88.1,-88.1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:02:14:174,2,00/00/0000,00:00:00:000,,38.903540,-77.007476,0.00,0,0.00,,,11,0,0,-85.2,-85.2,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:03:29:906,2,00/00/0000,00:00:00:000,,38.903566,-77.007441,0.00,0,0.00,,,12,0,0,-85.9,-85.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:03:29:906,2,00/00/0000,00:00:00:000,,38.903593,-77.007405,0.00,0,0.00,,,13,0,0,-85.5,-85.5,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:03:29:906,2,00/00/0000,00:00:00:000,,38.903619,-77.007369,0.00,0,0.00,,,14,0,0,-86.7,-86.7,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:03:29:906,2,00/00/0000,00:00:00:000,,38.903646,-77.007333,0.00,0,0.00,,,15,0,0,-85.4,-85.4,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:04:52:378,2,00/00/0000,00:00:00:000,,38.903672,-77.007298,0.00,0,0.00,,,16,0,0,-87,-87,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
32409007,C00F,71,07/07/2026,14:04:52:379,2,00/00/0000,00:00:00:000,,38.903699,-77.007262,0.00,0,0.00,,,17,0,0,-86.9,-86.9,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
