Date,Time,Latitude,Longitude,Loop Count,Sweep Number,Channel Number,Channel Style,Bandwidth,Block Status,Antenna Gain,Cable Loss,Channel RSSI,Adjusted Channel RSSI,Cell Id,DSS,Ref Signal - Timeoffset,Ref Signal - Timeoffset (msec),Ref Signal - Delay Spread,Ref Signal - Received Power,Adjusted Ref Signal - Received Power,Ref Signal - Received Quality,Ref Signal - CINR,Sync Signal - Timeoffset,Sync Signal - Timeoffset (msec),Primary Sync Channel Received Power,Adjusted Primary Sync Channel Received Power,Primary Sync Channel Received Quality,Secondary Sync Channel Received Power,Secondary Sync Channel Received Quality,Sync Channel - CINR,MIB Decoded Number Of Antenna Ports,dl-Bandwidth,phich-Duration,phich-Resource,systemFrameNumber,schedulingInfo,LTE-M,cellIdentity,mnc,mcc,cellReservedForOperatorUse,trackingAreaCode,cellBarred,intraFreqReselection,csg-Indication,csg-Identity,q-RxLevMinOffset,freqBandIndicator,specialSubframePatterns,MIB,SIB1,SI,Frequency Offset
07/07/2026,14:03:09:480,38.903461,-77.007583,3,1,67636,4,10 MHz,0,0,0,-77.11,-77.11,411,1,287147,9.35,29,-106.94,-106.94,-14.75,-1.63,287163,9.35,-101.17,-101.17,-2.68,-101.8,-3.21,0.14,4,3,0,2,221,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B740000,48CC42821989C402246B3FDC5B7031A3006103089842F782A495018060610000,,
07/07/2026,14:04:19:245,38.903602,-77.007393,4,2,67636,4,10 MHz,0,0,0,-74.81,-74.81,411,1,287147,9.35,37,-108.07,-108.07,-17.58,-4.84,287135,9.35,-99.09,-99.09,-2.3,-100.79,-4.02,-0.13,4,3,0,2,221,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B740000,48CC42821989C402246B3FDC5B7031A3006103089842F782A495018060610000,,
07/07/2026,14:04:19:245,38.903602,-77.007393,4,2,67636,4,10 MHz,0,0,0,-74.81,-74.81,293,1,287151,9.35,0,-115.75,-115.75,-25.26,-14.46,287159,9.35,-101.7,-101.7,-4.92,-103.42,-6.64,-4.33,4,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:05:48:701,38.903743,-77.007202,5,3,67636,4,10 MHz,0,0,0,-76.71,-76.71,411,1,287123,9.35,32,-115.88,-115.88,-22.69,-9.85,287117,9.35,-104.83,-104.83,-3.95,-105.03,-4.24,-1.96,4,3,0,2,221,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B740000,48CC42821989C402246B3FDC5B7031A3006103089842F782A495018060610000,,
07/07/2026,14:05:48:701,38.903743,-77.007202,5,3,67636,4,10 MHz,0,0,0,-76.71,-76.71,293,1,287140,9.35,5,-117.88,-117.88,-24.68,-13.85,287128,9.35,-107.46,-107.46,-6.52,-108.07,-7.24,-5.87,4,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:59:590,38.903883,-77.007012,6,4,67636,4,10 MHz,0,0,0,-76.91,-76.91,281,1,287149,9.35,37,-109.5,-109.5,-17.76,-6.05,287119,9.35,-102.95,-102.95,-5.66,-106.9,-9.46,-6.19,2,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:06:59:590,38.903883,-77.007012,6,4,67636,4,10 MHz,0,0,0,-76.91,-76.91,411,1,287101,9.35,34,-110.91,-110.91,-19.18,-6.79,287107,9.35,-100.82,-100.82,-3.54,-101.88,-4.43,-1.72,4,3,0,2,221,0,No,,,,,,,,,,,,,,,,
07/07/2026,14:06:59:590,38.903883,-77.007012,6,4,67636,4,10 MHz,0,0,0,-76.91,-76.91,293,1,287112,9.35,21,-115.54,-115.54,-23.81,-13,287116,9.35,-102.9,-102.9,-5.63,-104.01,-6.57,-4.83,4,,,,,,,,,,,,,,,,,,,,,,
07/07/2026,14:08:41:708,38.904355,-77.006319,7,5,67636,4,10 MHz,0,0,0,-69.71,-69.71,281,1,287139,9.35,0,-101.12,-101.12,-15.11,-2.03,287135,9.35,-99.24,-99.24,-3.93,-103.07,-8.15,-4.25,2,3,0,2,35,0,No,166705624,410;100,310;313,0,4670,1,0,False,,,14,,688C0000,48CC42820989C402247D3DF73B1031A3006103089842F982A495018060610000,,
07/07/2026,14:08:41:708,38.904355,-77.006319,7,5,67636,4,10 MHz,0,0,0,-69.71,-69.71,411,1,287085,9.34,34,-106.85,-106.85,-20.84,-8.2,287099,9.35,-100.8,-100.8,-5.52,-100.04,-5.12,-3.79,4,3,0,2,221,0,No,167699163,410;100,310;313,1,4661,1,0,False,,,14,,6B740000,48CC42821989C402246B3FDC5B7031A3006103089842F782A495018060610000,,
07/07/2026,14:08:41:708,38.904355,-77.006319,7,5,67636,4,10 MHz,0,0,0,-69.71,-69.71,293,1,287099,9.35,21,-108.33,-108.33,-22.33,-11.19,287135,9.35,-99.12,-99.12,-3.84,-99.98,-5.06,-2.49,4,3,0,2,35,0,No,167699161,410;100,310;313,1,4661,1,0,False,,,14,,688C0000,48CC42821989C402246B3FDC5B3031A3006103089842C782A495018060610000,,
07/07/2026,14:09:56:197,38.903884,-77.007010,8,6,67636,4,10 MHz,0,0,0,-76.92,-76.92,281,1,287125,9.35,10,-105.13,-105.13,-13.62,-1.25,287127,9.35,-106.81,-106.81,-6.49,-107.55,-7.38,-5.94,2,3,0,2,35,0,No,,,,,,,,,,,,,,,,
07/07/2026,14:09:56:197,38.903884,-77.007010,8,6,67636,4,10 MHz,0,0,0,-76.92,-76.92,411,1,287085,9.34,24,-112.4,-112.4,-20.9,-8.14,287129,9.35,-105.61,-105.61,-5.34,-105.79,-5.68,-4.07,4,3,0,2,221,0,No,,,,,,,,,,,,,,,,
07/07/2026,14:09:56:197,38.903884,-77.007010,8,6,67636,4,10 MHz,0,0,0,-76.92,-76.92,293,1,287087,9.34,10,-113.36,-113.36,-21.85,-11.75,287129,9.35,-106.64,-106.64,-6.35,-108.63,-8.53,-6.44,4,3,0,2,35,0,No,,,,,,,,,,,,,,,,
